article,qid,country_code,total_pageviews
Antonio_Banderas,Q41548,US,191710
Owen_Wilson,Q161916,US,191612
Kelly_Preston,Q236842,US,191213
Joe_Alwyn,Q27440303,US,190888
The_Weeknd,Q2121062,US,190796
Soviet_Union,Q15180,US,190548
Melissa_Barrera,Q20810462,US,190468
Canada,Q16,US,190361
Lewis_Hamilton,Q9673,US,190333
Matthew_Rhys,Q342784,US,190285
Amelia_Earhart,Q3355,US,190216
George_VI,Q280856,US,190044
Dusty_May,Q50829158,US,189954
Priyanka_Chopra,Q158957,US,189885
Eric_Musselman,Q3056361,US,189878
Sandra_Bullock,Q40791,US,189771
Denzel_Washington,Q42101,US,189732
Sharon_Stone,Q62975,US,189522
Brad_Falchuk,Q315750,US,189420
Patrick_Mahomes,Q19667998,US,189321
Martin_Luther_King_Jr.,Q8027,US,189035
Attack_on_Titan,Q586025,US,188616
Star_Wars:_The_Bad_Batch,Q97365172,US,188297
List_of_South_Park_episodes,Q1540084,US,188169
John_Wick:_Chapter_3,Q52951815,US,188077
Marlon_Brando,Q34012,US,188023
Chloe_Bailey,Q108489502,US,187891
Jenny_McCarthy,Q230993,US,187753
Generation_Z,Q1987589,US,187748
ActivityPub,Q40463886,US,187636
Ballerina_(upcoming_film),Q84713105,US,187615
Olivia_Newton-John,Q185165,US,187177
Vin_Diesel,Q178166,US,187172
Lindsey_Buckingham,Q435306,US,186847
123Movies,Q60773936,US,186843
First_Republic_Bank,Q5453752,US,186768
Leon_Edwards,Q19872938,US,186723
France,Q142,US,186581
Matthew_Lawrence,Q471143,US,186527
Julius_Caesar,Q1048,US,186328
Tom_Izzo,Q3992490,US,186033
Michael_J._Fox,Q395274,US,186027
The_Hunger_Games_(film),Q212965,US,185987
George_W._Bush,Q207,US,185649
UEFA_Euro_2016,Q189571,US,185339
Nikki_Haley,Q11668,US,184999
Jayne_Mansfield,Q229507,US,184718
Cass_Elliot,Q49734,US,184305
The_Help_(film),Q204374,US,184060
One_Direction,Q146027,US,183933
Milo_Ventimiglia,Q83733,US,183763
Gonzaga_Bulldogs_men's_basketball,Q5582139,US,183619
Emma_Watson,Q39476,US,183378
Alexa_Grasso,Q19560601,US,183332
Tu_Jhoothi_Main_Makkaar,Q115723699,US,183327
Smile_(2022_film),Q112623225,US,183234
David_Camm,Q5232112,US,182905
Biggest_ball_of_twine,Q4906916,US,182873
Kyrie_Irving,Q348618,US,182860
List_of_Brendan_Fraser_performances,Q115773466,US,182802
Damson_Idris,Q30218855,US,182774
National_Invitation_Tournament,Q571381,US,182708
Jonah_Hill,Q313388,US,182453
Chester_Bennington,Q19198,US,181681
Emma_Stone,Q147077,US,181592
Anne_Heche,Q234610,US,181436
Mayim_Bialik,Q231093,US,180826
Russo-Ukrainian_War,Q15860072,US,180806
Attack_on_Titan_(season_4),Q100332172,US,180763
Elizabeth_Taylor,Q34851,US,180757
Coriolanus_Snow,Q1412141,US,180697
Quentin_Tarantino,Q3772,US,180670
Al_Capone,Q80048,US,180553
Elton_John,Q2808,US,180201
Roman_Reigns,Q275971,US,180111
Kate_Beckinsale,Q179414,US,180067
Dragged_Across_Concrete,Q33256053,US,179985
Rey_Mysterio,Q44152,US,179957
Robert_Downey_Jr.,Q165219,US,179688
Julia_Louis-Dreyfus,Q232072,US,179275
Harriet_Tubman,Q102870,US,179255
Pamela_Anderson,Q83325,US,179195
Jordan_Peterson,Q6276882,US,179142
Jennifer_Love_Hewitt,Q175104,US,179013
Sovereign_citizen_movement,Q7571617,US,178813
Helen_Mirren,Q349391,US,178806
Elizabeth_Olsen,Q234644,US,178592
Jon_Favreau,Q295964,US,178439
Millennials,Q277633,US,178301
Talia_Shire,Q108622,US,178269
Mia_Goth,Q20974095,US,178259
Bryce_Dallas_Howard,Q229775,US,178257
9/11,Q10806,US,178219
Brett_Favre,Q267088,US,178112
Joaquin_Phoenix,Q185140,US,178104
Resident_Evil_4,Q275950,US,178045
List_of_Rocky_characters,Q22350817,US,178006
List_of_Mayday_episodes,Q1087066,US,177996
Kelvin_Sampson,Q6386731,US,177817
Kelsey_Plum,Q20657581,US,177722
Bob_Odenkirk,Q888178,US,177556
Chuck_Norris,Q2673,US,177289
Encino_Man,Q151921,US,177162
True_Lies_(TV_series),Q115818455,US,177039
Blac_Chyna,Q16113908,US,176996
Australia,Q408,US,176974
Kim_Kardashian,Q186304,US,176938
Meghan_Trainor,Q17403494,US,176924
Israel,Q801,US,176920
Halaman_Utama,Q5296,US,176832
Lainey_Wilson,Q106378786,US,176721
Collapse_of_Silicon_Valley_Bank,Q117053334,US,176480
Commander_of_the_Order_of_the_British_Empire,Q14420,US,176402
Megan_Fox,Q80069,US,176358
Chris_Hemsworth,Q54314,US,176349
Mariah_Carey,Q41076,US,176118
Blake_Shelton,Q94831,US,175666
John_Wick:_Chapter_3_â_Parabellum,Q52951815,US,175508
Bruce_Jenner,Q365144,US,175416
Hilary_Swank,Q93187,US,175245
Cameron_Diaz,Q44380,US,175134
Robert_De_Niro,Q36949,US,175057
Bryan_Cranston,Q23547,US,175030
Greg_Laurie,Q5605893,US,174768
F-35,Q29261,US,174655
Trea_Turner,Q16235922,US,174648
Brandon_Johnson_(politician),Q73917865,US,174504
Dwight_D._Eisenhower,Q9916,US,174257
Robb_Elementary_School_shooting,Q112123052,US,174179
Brie_Larson,Q29328,US,174036
Sean_Astin,Q189351,US,173876
Better_Call_Saul,Q14925221,US,173611
Fairleigh_Dickinson_University,Q1393301,US,173509
Pink_Floyd,Q2306,US,173465
Dave_Bautista,Q44158,US,173463
Dr._Seuss,Q298685,US,173417
Bruce_Springsteen,Q1225,US,173374
Tyga,Q358087,US,173373
Timothy_McVeigh,Q220850,US,173324
Ariana_Grande,Q151892,US,173240
1883_(TV_series),Q110124251,US,173116
Daftar_kabupaten_dan_kota_di_Indonesia,Q5653,US,173050
Ted_Kaczynski,Q222134,US,172911
Seth_Rogen,Q220308,US,172708
Mitch_McConnell,Q355522,US,172676
Willem_Dafoe,Q188772,US,172364
Billy_Joel,Q194333,US,172202
Jessica_Chastain,Q229313,US,172069
Calista_Flockhart,Q26424,US,171920
Easter,Q21196,US,171914
Ohtani,Q4391858,US,171906
Liam_Neeson,Q58444,US,171761
Kal_Penn,Q220536,US,171748
Richard_Nixon,Q9588,US,171741
2023,Q49622,US,171714
2019â20_coronavirus_pandemic,Q81068910,US,171708
Guillermo_del_Toro,Q219124,US,171650
Colonel_Tom_Parker,Q533864,US,171596
Shia_LaBeouf,Q180942,US,171421
Branch_Davidian,Q3322742,US,171406
Zoe_Saldana,Q190162,US,171404
Matt_Rife,Q113632706,US,171267
Dylan_Sprouse,Q8209372,US,171258
Alexander_Hamilton,Q178903,US,171242
Chaim_Topol,Q319133,US,170895
Atomic_bombings_of_Hiroshima_and_Nagasaki,Q488,US,170880
Joshua_Jackson,Q219653,US,170676
Korean_War,Q8663,US,170622
Lynyrd_Skynyrd,Q158462,US,170386
Miles_Teller,Q267330,US,170356
Bridget_Moynahan,Q232343,US,170325
Kyra_Sedgwick,Q229572,US,169957
Pete_Davidson,Q18097962,US,169824
Anne_Boleyn,Q80823,US,169646
Bill_Clinton,Q1124,US,169601
Alison_Brie,Q235328,US,169586
Renfield_(film),Q110811753,US,169539
Edward_Witten,Q201513,US,169536
The_Hunger_Games:_Mockingjay_â_Part_2,Q10307713,US,169448
Rory_McIlroy,Q380613,US,169431
Harvey_Weinstein,Q531599,US,169386
Janet_Yellen,Q263725,US,169351
Bill_Murray,Q29250,US,169195
Dog,Q144,US,169193
Meryl_Streep,Q873,US,169112
Al_Pacino,Q41163,US,169027
Nicki_Minaj,Q162202,US,168931
Agatha_Harkness_(Marvel_Cinematic_Universe),Q112122179,US,168877
Capybara,Q131538,US,168821
Academy_Award_for_Best_Actor,Q103916,US,168743
International_Criminal_Court,Q47488,US,168659
List_of_mass_shootings_in_the_United_States_in_2023,Q116189014,US,168638
2023_Big_Ten_men's_basketball_tournament,Q116148381,US,168629
Ted_Bundy,Q192218,US,168626
The_Notorious_B.I.G.,Q179157,US,168579
Michael_Douglas,Q119798,US,168488
RMS_Titanic,Q25173,US,168385
Kelly_Reilly,Q236167,US,168242
Shrek_(film_series),Q1203222,US,168232
Lionel_Richie,Q26695,US,168186
Malaysia_Airlines_Flight_17,Q17374096,US,168090
Boston_Strangler_(film),Q110010607,US,167949
Kurt_Russell,Q103157,US,167724
Ryan_Phillippe,Q273136,US,167714
Open_Platform_Communications,Q1502935,US,167706
Jay_Wright_(basketball),Q3807514,US,167652
Andie_MacDowell,Q208558,US,167622
John_Lennon,Q1203,US,167574
Mobile_Network_Codes_in_ITU_region_4xx_(Asia),Q65068127,US,167327
Reba_McEntire,Q229430,US,167255
Katie_Holmes,Q174346,US,167177
"Red_Men_Hall_(Index,_Washington)",Q18393767,US,167170
Milana_Vayntrub,Q16732590,US,167049
Burt_Reynolds,Q202148,US,166911
Guano,Q170185,US,166894
Trey_Smith_(DJ),Q40096,US,166709
Xi_Jinping,Q15031,US,166689
Halle_Bailey,Q65028269,US,166653
Daniel_Radcliffe,Q38119,US,166620
Charles_Manson,Q485508,US,166583
Meg_Ryan,Q167498,US,166531
Marjorie_Taylor_Greene,Q98380406,US,166387
Willis_Reed,Q380515,US,166347
Generation_X,Q379689,US,166220
Mario_Molina,Q19045,US,166196
Fernando_Alonso,Q10514,US,166188
Lucy_Liu,Q188375,US,166182
Michael_Caine,Q123351,US,166103
Netflix,Q907311,US,166012
Edgar_Allan_Poe,Q16867,US,165912
Ron_Howard,Q103646,US,165793
Walt_Disney,Q8704,US,165735
Gotham_Knights_(TV_series),Q111594697,US,165667
Islamic_State,Q2429253,US,165660
List_of_highest-grossing_films,Q392108,US,165443
Beyonce,Q36153,US,165311
Scream_4,Q323392,US,165293
Christa_Miller,Q236200,US,165261
Cane_Corso,Q21082,US,165239
Avatar_(2009_film),Q24871,US,165204
Reggie_Jackson,Q959112,US,165180
The_Voice_(American_season_23),Q116030497,US,165166
Gwen_Stefani,Q483379,US,165144
Fred_Armisen,Q14535,US,165108
O._J._Simpson,Q44473,US,165039
The_Walking_Dead_(TV_series),Q232737,US,165015
Rachel_Weisz,Q134077,US,164922
Rumer_Willis,Q234566,US,164795
Henry_Cavill,Q295498,US,164685
Drake_(musician),Q33240,US,164520
Bob_Barker,Q381178,US,164389
Cody_Rhodes,Q299222,US,164291
Jennifer_Garner,Q172044,US,164184
Turkey,Q43,US,163981
Lil_Wayne,Q15615,US,163976
Ozzy_Osbourne,Q133151,US,163835
Zach_Braff,Q139330,US,163725
SofÃ­a_Vergara,Q231911,US,163580
Shawn_Kemp,Q150510,US,163293
Sam_Altman,Q7407093,US,163289
Malala_Yousafzai,Q32732,US,163153
Aaron_Taylor-Johnson,Q45923,US,163126
Elvis_(2022_film),Q84362533,US,162985
Catherine_Zeta-Jones,Q47664,US,162788
Darren_Aronofsky,Q192762,US,162671
Cisco,Q173395,US,162565
Kelsey_Grammer,Q196560,US,162504
Shavkat_Rakhmonov,Q110825847,US,162415
Rina_Sawayama,Q28840001,US,162391
Freemason,Q41726,US,162314
George_V,Q269412,US,162253
Zooey_Deschanel,Q191719,US,162231
Black_Adam_(film),Q28657013,US,162203
Trisodium_phosphate,Q409501,US,161968
Four_Horsemen_of_the_Apocalypse,Q58155,US,161950
XFL_(2020),Q47496155,US,161923
NetScout,Q6998317,US,161923
Tyson_Fury,Q1000592,US,161733
List_of_Star_Trek:_Picard_episodes,Q62573305,US,161687
2023_in_film,Q110356949,US,161532
Frida_Kahlo,Q5588,US,161344
Sadie_Sink,Q27452406,US,161278
ZoÃ«_Kravitz,Q227129,US,161261
Michael_Bolton,Q312514,US,161204
Erling_Haaland,Q28967995,US,161193
The_Hunger_Games:_Catching_Fire,Q574583,US,161175
Christopher_Reeve,Q174311,US,161115
Pansexual,Q271534,US,161108
Connecticut_Huskies_men's_basketball,Q5161550,US,161083
Tom_Holland,Q2023710,US,161048
The_Hunger_Games:_The_Ballad_of_Songbirds_and_Snakes,Q96377121,US,160992
ChloÃ«_Grace_Moretz,Q4509,US,160985
Slash_(musician),Q34166,US,160948
Young_Sheldon,Q30014613,US,160844
Magic_Johnson,Q134183,US,160710
Abbott_Elementary,Q107072019,US,160635
"JoaquÃ­n_""El_Chapo""_GuzmÃ¡n",Q456321,US,160621
John_Williams,Q131285,US,160603
Fascism,Q6223,US,160465
Mindy_Kaling,Q539917,US,160445
The_Batman_(film),Q61117344,US,160428
Pope_Francis,Q450675,US,160412
Daniel_Ricciardo,Q82816,US,160387
Paul_Rudd,Q276525,US,160320
Darren_Waller,Q21038865,US,160277
Hala_Hussein,Q1316,US,160161
Ottoman_Empire,Q12560,US,160053
Paul_McCartney,Q2599,US,159957
George_H._W._Bush,Q23505,US,159878
Road_House_(1989_film),Q963351,US,159812
Cardi_B,Q29033668,US,159558
Wilt_Chamberlain,Q182455,US,159459
Brigitte_Nielsen,Q154519,US,159280
Greek_alphabet,Q8216,US,159274
U.S._state,Q35657,US,159220
Paul_Mescal,Q73367368,US,159095
David_(Michelangelo),Q179900,US,159001
Pathaan_(film),Q114620212,US,158888
Atticus_Lincoln,Q438406,US,158821
Phil_Collins,Q144622,US,158674
Sosie_Bacon,Q3491343,US,158617
Katharine_Hepburn,Q56016,US,158599
Bella_Hadid,Q21286612,US,158592
Carnival_Row,Q46034734,US,158517
Kurt_Cobain,Q8446,US,158466
Goldie_Hawn,Q188459,US,158426
Jada_Pinkett_Smith,Q228787,US,158336
Sigourney_Weaver,Q102124,US,158218
Winnie-the-Pooh:_Blood_and_Honey,Q112162297,US,158171
Laura_Haddock,Q1807757,US,158022
James_Bond_in_film,Q151472,US,157821
Kaia_Gerber,Q22673974,US,157621
Christine_McVie,Q283796,US,157602
Leprechaun,Q244392,US,157434
2023_TurkeyâSyria_earthquake,Q116691303,US,157413
Storm_Reid,Q26883135,US,157186
Kurt_Kitayama,Q59655960,US,157169
Norovirus,Q1142751,US,157122
June_and_Jennifer_Gibbons,Q6312457,US,157067
Barbara_Eden,Q232298,US,156997
Great_Expectations,Q219552,US,156984
Shadow_and_Bone,Q7460625,US,156963
HTTP_cookie,Q178995,US,156939
Sean_Miller,Q7441266,US,156837
Aldous_Huxley,Q81447,US,156819
Ryan_Gosling,Q193815,US,156691
Patrick_Stewart,Q16296,US,156550
Texas,Q1439,US,156466
Jenny_Slate,Q744166,US,156383
Baphomet,Q243362,US,156334
Sarah_Hyland,Q233085,US,156297
Nicole_Scherzinger,Q167696,US,156281
Google_Translate,Q135622,US,156237
Vanderpump_Rules,Q7914497,US,156196
Kate_Hudson,Q169946,US,156134
Snowfall_(TV_series),Q28429799,US,156130
The_Christmas_Chronicles_2,Q99395721,US,156111
Kylie_Jenner,Q1770624,US,156007
Stoneman_Douglas_High_School_shooting,Q48714898,US,155966
Donald_Triplett,Q24951318,US,155800
Florida,Q812,US,155796
RCN_Novelas,Q6095683,US,155641
Dolph_Lundgren,Q181678,US,155584
Doja_Cat,Q51120673,US,155453
North_America,Q49,US,155141
Ben_Stiller,Q47100,US,154998
Federal_Republic_of_Germany,Q183,US,154886
Argentina,Q414,US,154776
Donald_Sutherland,Q103784,US,154766
Philippines,Q928,US,154605
Jimi_Hendrix,Q5928,US,154560
Steve_Harvey,Q2347009,US,154489
Sean_Connery,Q4573,US,154474
Kim_Jong-un,Q56226,US,154312
Grace_Caroline_Currey,Q5591180,US,154244
Edward_VIII,Q590227,US,154190
Juliette_Lewis,Q230523,US,154183
Shel_Silverstein,Q361257,US,154046
George_Clooney,Q23844,US,154042
Caleb_Plant,Q41500289,US,153961
Chael_Sonnen,Q1058745,US,153844
Republican_Party_(United_States),Q29468,US,153691
Volodymyr_Zelensky,Q3874799,US,153665
Led_Zeppelin,Q2331,US,153634
Chandler_Jones,Q941408,US,153470
Brooklyn,Q18419,US,153416
Sarah_Snook,Q7422787,US,153268
Kristen_Bell,Q178882,US,153263
No_Hard_Feelings_(2023_film),Q114397511,US,153140
2023_United_States_bank_failures,Q117084939,US,153068
Asteroid_City,Q108086029,US,152968
Donnie_Wahlberg,Q313470,US,152732
Rocky_(film_series),Q1078084,US,152727
Hogwarts_Legacy,Q99397854,US,152579
The_Good_Doctor_(TV_series),Q29908604,US,152474
Millie_Bobby_Brown,Q25936414,US,152403
Mikaela_Shiffrin,Q139075,US,152338
Dennis_Quaid,Q200768,US,152304
John_Leguizamo,Q295233,US,152253
Scottie_Pippen,Q193637,US,152183
Neve_Campbell,Q193482,US,152085
Death_of_Mallory_Beach,Q117039776,US,152050
Catholic,Q9592,US,151992
The_Chosen_(TV_series),Q60787503,US,151976
Mike_Trout,Q3090378,US,151964
Brendan_Gleeson,Q206659,US,151889
Gina_Carano,Q233017,US,151784
List_of_Metropolitan_Statistical_Areas,Q1768043,US,151715
Liv_Tyler,Q168763,US,151641
David_Arquette,Q294185,US,151609
The_Godfather,Q47703,US,151547
Natalie_Portman,Q37876,US,151306
Kerry_Washington,Q232104,US,151301
Anna_Torv,Q223445,US,151149
Islam,Q432,US,151114
Whoopi_Goldberg,Q49001,US,151088
Elliot_Page,Q173399,US,151065
Michael_Schumacher,Q9671,US,151022
Modern_Family,Q16756,US,150961
Life_(American_TV_series),Q941419,US,150866
Britanny_Murphy,Q168847,US,150721
George_Harrison,Q2643,US,150675
Thomas_Jefferson,Q11812,US,150585
Jason_Statham,Q169963,US,150577
Puerto_Rico,Q1183,US,150570
John_Edwards,Q217314,US,150543
Mae_Whitman,Q232307,US,150524
Ernest_Hemingway,Q23434,US,150414
NASDAQ,Q82059,US,150318
Dave_Grohl,Q12006,US,150266
Charles_Bronson,Q36105,US,150207
Interstellar_(film),Q13417189,US,150173
Kiss_(band),Q124179,US,150105
Bruce_Lee,Q16397,US,150102
Drill,Q58964,US,150033
Winston_Churchill,Q8016,US,149906
2017_Las_Vegas_shooting,Q41522095,US,149878
Rose_Byrne,Q228717,US,149875
BRICS,Q243630,US,149839
San_Francisco,Q62,US,149794
Giancarlo_Esposito,Q726142,US,149728
Rocky_Balboa_(film),Q724455,US,149708
Wil_Wheaton,Q264699,US,149639
Ginger_Gonzaga,Q66313855,US,149611
Joe_Manganiello,Q470005,US,149524
Anne_Hathaway,Q36301,US,149327
Grigori_Rasputin,Q43989,US,149311
Shania_Twain,Q131433,US,149193
Your_Honor_(American_TV_series),Q65118624,US,149134
Mary_Mallon,Q238948,US,149017
Hedy_Lamarr,Q49034,US,148956
Nayib_Bukele,Q17712353,US,148751
Nick_Offerman,Q1985488,US,148660
Stranger_Things,Q19798734,US,148578
Justin_Gaethje,Q15634226,US,148577
Holocaust,Q2763,US,148534
Emmett_Till,Q506878,US,148476
Mahatma_Gandhi,Q1001,US,148313
ComptabilitÃ©,Q4116214,US,148253
Murder_of_Abby_Choi,Q116888003,US,148204
Stellan_SkarsgÃ¥rd,Q208667,US,148112
Indonesia,Q252,US,148036
Burger_King,Q177054,US,147858
Rebecca_Jones_(Mexican_actress),Q3294676,US,147836
Bud_Grant,Q970476,US,147713
Cordyceps,Q312238,US,147663
Rashida_Jones,Q540608,US,147575
NXT_Stand_&_Deliver_(2023),Q115805270,US,147523
Gary_PlauchÃ©,Q5525759,US,147420
Sharon_Tate,Q228699,US,147348
Omegle,Q324670,US,147345
Collapse_of_Silicon_Valley_Bank,Q17112054,US,147305
Euphoria_(American_TV_series),Q56275505,US,147294
Eddie_Murphy,Q43874,US,147279
Zlatan_IbrahimoviÄ,Q46896,US,147229
Andor_(TV_series),Q60462338,US,147210
Steve_McQueen,Q159347,US,147193
Jessie_Mei_Li,Q95686111,US,147102
James_Caan,Q95043,US,147090
Hoofdpagina,Q5296,US,146962
Ronnie_Van_Zant,Q348571,US,146786
Missing_(2023_film),Q106444183,US,146737
USS_Miami_(SSN-755),Q1249407,US,146670
2024_Republican_Party_presidential_primaries,Q115162344,US,146628
"History_of_the_World,_Part_I",Q1471230,US,146606
96th_Academy_Awards,Q19020,US,146579
Washington_Mutual,Q926203,US,146057
Aaron_Carter,Q301818,US,145987
Academy_Award_for_Best_Actress,Q103618,US,145986
Jessica_Alba,Q44077,US,145800
Francis_Ford_Coppola,Q56094,US,145694
The_Sopranos,Q23628,US,145433
Grace_Van_Dien,Q50400184,US,145409
Jennette_McCurdy,Q4473,US,145388
Stephen_Hawking,Q17714,US,145381
Rosa_Parks,Q41921,US,145345
Microsoft_Windows,Q1406,US,145308
Canelo_Ãlvarez,Q2117769,US,145174
La_ballena_(pelÃ­cula_de_2022),Q105883400,US,145100
Dickson_Poon,Q5273802,US,145077
Richard_Gere,Q48410,US,144927
"History_of_the_World,_Part_II",Q111970110,US,144863
Melanie_Griffith,Q176455,US,144751
Attack_on_Pearl_Harbor,Q52418,US,144705
Nowruz,Q483236,US,144651
Helen_Keller,Q38203,US,144593
Skeet_Ulrich,Q472320,US,144529
Emma_Roberts,Q228598,US,144477
Ava_Raine,Q10738,US,144418
The_Big_Bang_Theory,Q8539,US,144387
River_Phoenix,Q106514,US,144368
List_of_Michelle_Yeoh_performances,Q96219386,US,144342
Chanel_West_Coast,Q5071540,US,144296
President_of_the_United_States,Q11696,US,144229
Peter_Thiel,Q705525,US,144220
Trey_Parker,Q44414,US,144179
Jack_Black,Q483907,US,144070
J._Robert_Oppenheimer,Q132537,US,144041
Pauly_Shore,Q1384822,US,143994
John_Krasinski,Q313039,US,143991
Diane_Morgan,Q5271532,US,143990
Dua_Lipa,Q21914464,US,143983
Grogu,Q77001957,US,143890
Alexander_the_Great,Q8409,US,143743
Sarah_Michelle_Gellar,Q180665,US,143741
English_(language),Q1860,US,143733
The_Voice_(American_TV_series),Q490743,US,143674
Creighton_University,Q770544,US,143661
Big_Mac_Index,Q309187,US,143563
Mark_DeRosa,Q3294049,US,143388
Hoda_Kotb,Q5875916,US,143111
Jeff_Goldblum,Q106706,US,143092
2023_Oscars,Q66707607,US,143056
Georgina_RodrÃ­guez,Q33729164,US,143020
2021_NCAA_Division_I_men's_basketball_tournament,Q65090415,US,142974
Keke_Palmer,Q273044,US,142951
Critical_race_theory,Q5186753,US,142913
Michael_Cohen_(lawyer),Q22277395,US,142749
Jonathan_Roumie,Q109466955,US,142568
Aretha_Franklin,Q125121,US,142505
Jay-Z,Q62766,US,142494
NATO,Q7184,US,142382
Brock_Lesnar,Q220556,US,142280
Casey_DeSantis,Q47492935,US,142165
Hailee_Steinfeld,Q231726,US,142066
Jimmy_Kimmel,Q4914,US,141833
Oppenheimer_(film),Q108839994,US,141821
Charlize_Theron,Q80046,US,141441
Billy_Crudup,Q313650,US,141436
Jalen_Ramsey,Q18631600,US,141405
Homo_sapiens,Q5,US,141279
Bronny_James,Q22302425,US,141270
Carol_Burnett,Q255565,US,141251
A_Good_Person,Q109284181,US,141236
Lyndon_B._Johnson,Q9640,US,141137
Caracol_Internacional,Q5037581,US,141058
Ian_McShane,Q234141,US,141047
Chris_Cornell,Q270935,US,140744
Anton_Yelchin,Q314133,US,140689
Wayne_Shorter,Q317161,US,140680
Colby_Covington,Q19668838,US,140671
Sam_Neill,Q214309,US,140665
Madison_Bailey,Q91944568,US,140645
Kate_Capshaw,Q40162,US,140593
Jackie_Chan,Q36970,US,140579
James_Spader,Q296928,US,140505
Bill_(The_Last_of_Us),Q21067779,US,140422
Everything_Everywhere_All_at_Once,Q83808444,US,140411
Will_Ferrell,Q218503,US,140375
Nazi_Germany,Q7318,US,140294
Alaska_Airlines_Flight_261,Q770935,US,140283
Unit_731,Q378835,US,140139
Evil_Dead_Rise,Q107203508,US,140136
Mark_Calaway,Q44304,US,140121
Karen_Carpenter,Q1250861,US,140113
Rooney_Mara,Q228766,US,139990
Jackie_Robinson,Q221048,US,139939
Scream_2,Q270599,US,139833
Robert_Duvall,Q171736,US,139767
Holland_Taylor,Q235198,US,139585
Netherlands,Q55,US,139568
Paul_Walker,Q213864,US,139515
Top_Gun,Q110138,US,139038
Paris_Jackson,Q7137312,US,139008
27_Club,Q326461,US,139006
George_Michael,Q130311,US,138983
Carrie_Fisher,Q108941,US,138982
Mamie_Eisenhower,Q233686,US,138890
Blythe_Danner,Q40064,US,138873
PBS,Q215616,US,138835
Aaliyah,Q11617,US,138689
Kaitlin_Olson,Q290094,US,138627
Axolotl,Q22718,US,138625
94th_Academy_Awards,Q66707597,US,138590
Queen_Latifah,Q1112005,US,138529
Lucky_Hank,Q116167436,US,138527
List_of_UFC_events,Q1186755,US,138509
Kevin_Hart,Q618352,US,138464
Max_Verstappen,Q2239218,US,138397
Tammy_Wynette,Q234017,US,138358
Premier_League,Q9448,US,138326
Democratic_Party_(United_States),Q29552,US,138269
Brian_Cox_(actor),Q34975,US,138173
Internet,Q75,US,138153
Shakespeare,Q692,US,138136
Jeffrey_Epstein,Q2904131,US,138128
Andrew_Lloyd_Webber,Q180975,US,138128
GOL_TV,Q3751301,US,138057
Ice_Cube,Q173637,US,138036
Seth_MacFarlane,Q188492,US,137971
Ted_Danson,Q381203,US,137961
Halsey_(singer),Q18534249,US,137955
Julie_Andrews,Q161819,US,137912
William_Woods_(baseball),Q111948021,US,137902
Minecraft,Q49740,US,137902
Rodney_Terry,Q7357089,US,137901
Jerome_Tang,Q111335890,US,137849
De_La_Soul,Q685595,US,137822
Bill_Self,Q862439,US,137818
Allison_Williams_(actress),Q4455554,US,137804
Collapse_of_Signature_Bank,Q24204571,US,137593
Emilia_Clarke,Q235132,US,137532
Gorillaz,Q189991,US,137466
Amy_Winehouse,Q15897,US,137370
Ireland,Q22890,US,137361
Peaky_Blinders_(TV_series),Q14944179,US,137324
Daniel_Day-Lewis,Q166389,US,137287
